Date,Self-Unidentified,State,Township,Crop,Inquiry Type,Inquiry Topic,Source,Product Segment,First Handler Status,Assigned Team,# of Inquirer,# of Inquiry
2/22/2022,Male,Magway,Pakokku,,General Info,Dealer Store Partnerships,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
2/16/2022,Male,Mandalay,Thazi,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Rakhine,Thandwe,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Sagaing,Monywa,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Sagaing,Sagaing,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Sagaing,Taze,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Sagaing,Yinmarbin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/16/2022,Male,Shan (South),Taunggyi,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Female,Ayeyarwady,Kyangin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Female,Kayah,Loikaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Female,Magway,Myothit,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Female,Shan (South),Aungpan,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Female,Shan (South),Hopong,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,,,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Danubyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Kyaiklat,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Kyaunggon,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Maubin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Myaungmya,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Ayeyarwady,Pantanaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (East),Kawa,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (East),Waw,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (West),Gyobingauk,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (West),Letpadan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (West),Paungde,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Bago (West),Thayarwady,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Magway,Pwintbyu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Magway,Salin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Mandalay,Singu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Sagaing,Monywa,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Sagaing,Shwebo,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Sagaing,Tabayin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/17/2022,Male,Shan (South),,Rice,Farming Practices,Crop Management,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
2/18/2022,Female,Ayeyarwady,Kangyidaunt,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Female,Bago (East),Nyaunglebin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Female,Bago (East),Taungoo,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Female,Sagaing,Taze,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,,,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Ayeyarwady,Bogale,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Ayeyarwady,Kyaunggon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Ayeyarwady,Myaungmya,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Ayeyarwady,Thabaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Ayeyarwady,Yegyi,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Bago (East),Daik-U,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Bago (West),Paungde,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Bago (West),Pyay,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Bago (West),Pyay,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Magway,Taungdwingyi,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/18/2022,Male,Mandalay,Taungtha,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Mandalay,Thazi,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Rakhine,Thandwe,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Sagaing,Monywa,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Sagaing,Tamu,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Male,Shan (South),Nyaungshwe,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/18/2022,Self-Unidentified,Shan (East),Tachileik,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Female,Ayeyarwady,Einme,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Female,Magway,Taungdwingyi,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Danubyu,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Danubyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Einme,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/21/2022,Male,Ayeyarwady,Kyaiklat,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Maubin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Nyaungdon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Nyaungdon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Ayeyarwady,Pyapon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Bago (East),Daik-U,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Bago (East),Kyauktaga,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Bago (East),Thanatpin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/21/2022,Male,Bago (West),Gyobingauk,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Bago (West),Nattalin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Bago (West),Okpho,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Magway,Minbu,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Magway,Pwintbyu,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Magway,Seikphyu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Magway,Thayet,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Mandalay,Kyaukse,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Mandalay,Sintgaing,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Mon,Bilin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Sagaing,Khin-U,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Sagaing,Myinmu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Sagaing,Tigyaing,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Sagaing,Tigyaing,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/21/2022,Male,Yangon,Kawhmu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/21/2022,Male,Yangon,Kayan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Ayeyarwady,Hinthada,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Ayeyarwady,Maubin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Ayeyarwady,Thabaung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Bago (West),Paungde,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Kachin,Waingmaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Female,Sagaing,Wetlet,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,,,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/25/2022,Male,Mandalay,Myingyan,,General Info,Dealer Store Partnerships,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
2/22/2022,Male,Ayeyarwady,Einme,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Ayeyarwady,Kyaiklat,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Ayeyarwady,Myaungmya,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/22/2022,Male,Ayeyarwady,Nyaungdon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Ayeyarwady,Zalun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Bago (East),Kawa,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Bago (East),Waw,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Bago (West),Paungde,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/28/2022,Male,Ayeyarwady,Maubin,,General Info,Dealer Store Partnerships,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
2/22/2022,Male,Magway,Pauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Magway,Salin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Magway,Seikphyu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mandalay,Kyaukse,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mandalay,Mahlaing,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mandalay,Singu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mon,Mawlamyine,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Mon,Paung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Rakhine,Mrauk-U,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Sagaing,Indaw,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Sagaing,Sagaing,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/22/2022,Male,Yangon,Taikkyi,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Female,Magway,Salin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Female,Magway,Salin,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Dedaye,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Einme,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Ingapu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Kyaiklat,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Kyaunggon,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Kyaunggon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Myaungmya,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Pantanaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Ayeyarwady,Pathein,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
2/23/2022,Male,Bago (West),Nattalin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Magway,Minbu,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Mandalay,Mahlaing,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Sagaing,Homalin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Sagaing,Kyunhla,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Sagaing,Monywa,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Sagaing,Monywa,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Tanintharyi,Dawei,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Yangon,,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/23/2022,Male,Yangon,Kayan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/24/2022,Male,Ayeyarwady,Labutta,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/24/2022,Male,Bago (East),Shwegyin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
2/24/2022,Male,Mandalay,Mahlaing,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
